Family	Genus	Scientific name	Adult survival	Age at first breeding	Maximum longevity	Z	GenFLS	GenFL	GenFS	GenLength	Priority for research
Turnicidae	Turnix	Turnix nigricollis	0,666879413	1,056482538	10,10075423	0,142143345	2,881348858	2,342065569	3,058398478	2,881348858	Low
Turnicidae	Turnix	Turnix melanogaster	0,699675378	1,199499717	10,43964158	0,142143345	3,239927771	2,51292439	3,529230038	3,239927771	Low
Turnicidae	Turnix	Turnix novaecaledoniae	0,69	1,02647485	8,9	0,142143345	2,921485095	2,145644052	3,252281302	2,921485095	Low
Turnicidae	Turnix	Turnix varius	0,683154839	1,185082402	11,65588872	0,142143345	3,215906536	2,673437837	3,341198143	3,215906536	Low
Turnicidae	Turnix	Turnix olivii	0,701180142	1,122927605	10,32476097	0,142143345	3,173654859	2,43090698	3,469425414	3,173654859	Low
Turnicidae	Turnix	Turnix castanotus	0,685129256	1,120697713	10,50728665	0,142143345	3,122132521	2,454938863	3,296604078	3,122132521	Low
Turnicidae	Turnix	Turnix pyrrhothorax	0,688732972	1,07719833	10,24737032	0,142143345	3,043799682	2,380677251	3,289873975	3,043799682	Low
Turnicidae	Turnix	Turnix everetti	0,678999175	1,016899323	9,05556735	0,142143345	2,84731837	2,159542486	3,132156114	2,84731837	Low
Turnicidae	Turnix	Turnix worcesteri	0,690704907	1,093338778	9,749321166	0,142143345	3,073105042	2,323729069	3,326497087	3,073105042	Low
Turnicidae	Turnix	Turnix velox	0,620714807	0,975263979	10,69726334	0,142143345	2,553524979	2,357181488	2,611802443	2,553524979	Low
Turnicidae	Ortyxelos	Ortyxelos meiffrenii	0,650884938	1,204759267	9,078709752	0,142143345	2,876399379	2,323988927	3,069144419	2,876399379	Low
Dromadidae	Dromas	Dromas ardeola	0,862517704	2,584175079	17,67303654	0,235975137	7,2013327	6,144771229	8,857838882	7,2013327	Low
Glareolidae	Smutsornis	Smutsornis africanus	0,792250968	1,819852118	12,15123924	0,193790565	4,713400509	3,821977466	5,633352284	4,713400509	Low
Glareolidae	Rhinoptilus	Rhinoptilus cinctus	0,769807513	1,745828023	11,45019355	0,193790565	4,301556022	3,626442501	5,090018457	4,301556022	Low
Glareolidae	Rhinoptilus	Rhinoptilus chalcopterus	0,748581545	1,801763428	11,83543501	0,193790565	4,304550477	3,746194313	4,77919619	4,304550477	Low
Glareolidae	Rhinoptilus	Rhinoptilus bitorquatus	0,77686847	1,796340158	12,18966377	0,193790565	4,548364403	3,810468213	5,278001714	4,548364403	Low
Glareolidae	Cursorius	Cursorius cursor	0,761130433	1,166710944	13,28210998	0,142143345	3,967981239	2,888834289	4,35309606	3,967981239	Low
Glareolidae	Cursorius	Cursorius somalensis	0,768833267	1,088052572	11,40785746	0,142143345	3,767780019	2,554944159	4,413934532	3,767780019	Low
Glareolidae	Cursorius	Cursorius rufus	0,752795521	1,0346393	11,61347178	0,142143345	3,668786062	2,538349935	4,079873448	3,668786062	Low
Glareolidae	Cursorius	Cursorius temminckii	0,748611872	1,018392119	10,50682745	0,142143345	3,521438302	2,367110056	3,996304712	3,521438302	Low
Glareolidae	Cursorius	Cursorius coromandelicus	0,747517023	1,040642242	11,63468525	0,142143345	3,624549571	2,546514952	4,001305301	3,624549571	Low
Glareolidae	Stiltia	Stiltia isabella	0,739348981	1,653663947	11,49099618	0,193790565	3,977082115	3,560046119	4,490211388	3,977082115	Low
Glareolidae	Glareola	Glareola pratincola	0,750037638	1,17050099	12,63108039	0,142143345	3,854531521	2,799546082	4,171103289	3,854531521	Low
Glareolidae	Glareola	Glareola maldivarum	0,760620258	1,187979275	12,92154826	0,142143345	3,983767838	2,855828019	4,365442212	3,983767838	Low
Glareolidae	Glareola	Glareola nordmanni	0,687462156	1,054599407	12,34425831	0,142143345	3,118994365	2,659349287	3,254211931	3,118994365	Low
Glareolidae	Glareola	Glareola ocularis	0,786322827	1,284638114	12,93263688	0,142143345	4,367192121	2,940323621	4,9645952	4,367192121	Low
Glareolidae	Glareola	Glareola nuchalis	0,767907025	1,191442948	11,28314735	0,142143345	3,862911091	2,625911568	4,500061078	3,862911091	Low
Glareolidae	Glareola	Glareola cinerea	0,780430334	1,118634635	10,53727757	0,142143345	3,903071233	2,457432047	4,672997805	3,903071233	Low
Glareolidae	Glareola	Glareola lactea	0,726922208	1,048038899	10,84523355	0,142143345	3,370401205	2,440644918	3,709999078	3,370401205	Low
Laridae	Anous	Anous stolidus	0,88	3	34,83333333	0,235975137	9,840292648	10,51187519	10,33333333	10,51187519	Low
Laridae	Anous	Anous tenuirostris	0,814197858	2,129472946	19,74918631	0,193790565	6,121191655	5,544007154	6,511542223	6,121191655	Medium
Laridae	Anous	Anous minutus	0,814362821	3	26,25	0,235975137	7,211868613	8,486421935	7,386851952	8,486421935	Low
Laridae	Anous	Anous ceruleus	0,780633654	1,837664185	16,83376886	0,193790565	5,086067636	4,743767783	5,396248572	5,086067636	High
Laridae	Anous	Anous albivittus	0,78432476	1,746031676	17,47125525	0,193790565	5,047625326	4,793431637	5,382632521	5,047625326	High
Laridae	Gygis	Gygis alba	0,813050515	4	37	0,235975137	8,319125755	11,78717952	8,349038538	11,78717952	Low
Laridae	Gygis	Gygis microrhyncha	0,813050515	3,349966113	21,32799409	0,235975137	7,319180222	7,592333728	7,699004651	7,592333728	Medium
Laridae	Rynchops	Rynchops niger	0,735804642	3	20	0,235975137	5,712844594	7,011577329	5,785077859	7,011577329	Low
Laridae	Rynchops	Rynchops flavirostris	0,738931075	2,629789438	15,80770858	0,235975137	5,254647639	5,739450713	5,460195527	5,739450713	Low
Laridae	Rynchops	Rynchops albicollis	0,681295773	2,419989959	15,97743334	0,193790565	4,510106907	5,047294572	4,55769544	5,047294572	Low
Laridae	Saundersilarus	Saundersilarus saundersi	0,791567319	2,007548459	15,27610577	0,193790565	5,253506804	4,578869677	5,80526058	5,253506804	Very High
Laridae	Hydrocoloeus	Hydrocoloeus minutus	0,782692364	1,602990312	20,867	0,193790565	5,054759423	5,336173634	5,204761416	5,336173634	Very High
Laridae	Rhodostethia	Rhodostethia rosea	0,788931505	1,985072505	17,30636105	0,193790565	5,354197202	4,954193669	5,72287101	5,354197202	Very High
Laridae	Creagrus	Creagrus furcatus	0,94	5	20,48901522	0,316521619	11,20621881	9,902608174	20,66666667	11,20621881	Low
Laridae	Xema	Xema sabini	0,825407331	2,5	13,79418808	0,235975137	6,057992649	5,165147579	7,227617349	6,057992649	High
Laridae	Pagophila	Pagophila eburnea	0,86	2,583503083	24,14860123	0,235975137	7,899539498	7,672330073	8,726360226	7,899539498	Low
Laridae	Rissa	Rissa brevirostris	0,808216497	4	27	0,235975137	8,068497526	9,427428151	8,21421282	9,427428151	Low
Laridae	Rissa	Rissa tridactyla	0,844843395	4	28,5	0,235975137	9,07029373	9,781390857	9,445101064	9,781390857	Low
Laridae	Larus	Larus philadelphia	0,82283755	2,574093131	19,96456253	0,235975137	6,663864782	6,67781153	7,218630108	6,67781153	Medium
Laridae	Larus	Larus genei	0,84642123	2,831823843	31,685	0,235975137	8,140069652	9,64045604	8,343140479	9,64045604	Low
Laridae	Larus	Larus brunnicephalus	0,829676007	3,359336733	21,81765541	0,235975137	7,741058724	7,715041012	8,230500169	7,741058724	Low
Laridae	Larus	Larus ridibundus	0,86	3,00677918	32	0,235975137	8,820930486	9,848458435	9,149636323	9,848458435	Low
Laridae	Larus	Larus serranus	0,797155481	3,076690921	18,5039978	0,235975137	6,638459488	6,717151775	7,006575174	6,717151775	Medium
Laridae	Larus	Larus maculipennis	0,848390402	2,995226122	19,13673311	0,235975137	7,484585334	6,804220445	8,591114596	7,484585334	Medium
Laridae	Larus	Larus hartlaubii	0,846057328	3,182522934	19,73336787	0,235975137	7,744240036	7,088110835	8,678447599	7,744240036	Low
Laridae	Larus	Larus cirrocephalus	0,826063809	3,215779333	19,13711601	0,235975137	7,278131681	6,972818937	7,96501412	7,278131681	Medium
Laridae	Larus	Larus novaehollandiae	0,856396129	4	28,8	0,235975137	9,493382195	9,852183398	9,963600584	9,852183398	Low
Laridae	Larus	Larus bulleri	0,85097919	2,83014539	20,10382996	0,235975137	7,497637956	6,906305473	8,540617572	7,497637956	Medium
Laridae	Larus	Larus modestus	0,860221241	3,122467167	18,44965628	0,235975137	7,696132714	6,739302718	9,276629982	7,696132714	Low
Laridae	Larus	Larus scoresbii	0,839029847	3,434756966	23,32611233	0,235975137	8,106862265	8,128622273	8,647088764	8,128622273	Low
Laridae	Larus	Larus pipixcan	0,834075149	2,722359751	20,5546464	0,235975137	7,124439976	6,930336036	7,749184509	7,124439976	Medium
Laridae	Larus	Larus atricilla	0,818009763	3,5	22	0,235975137	7,567408887	7,865540035	7,994800251	7,865540035	Low
Laridae	Larus	Larus fuliginosus	0,855362169	3,35201384	18,58603322	0,235975137	7,981653575	6,94686365	9,265834333	7,981653575	Low
Laridae	Larus	Larus ichthyaetus	0,881997711	4,320753867	28,62390968	0,235975137	10,76229476	10,05569439	11,79516575	10,76229476	Low
Laridae	Larus	Larus relictus	0,836544974	3,390577201	22,69387188	0,235975137	8,001650828	7,945674807	8,508468002	8,001650828	Low
Laridae	Larus	Larus melanocephalus	0,810307203	2,98332105	22,1	0,235975137	6,952631071	7,494381984	7,255002505	7,494381984	Medium
Laridae	Larus	Larus hemprichii	0,845663305	3,468043724	20,56108126	0,235975137	8,127301439	7,501575598	8,947384233	8,127301439	Low
Laridae	Larus	Larus leucophthalmus	0,838360833	3,134246479	18,73166262	0,235975137	7,427523019	6,81484889	8,32086584	7,427523019	Medium
Laridae	Larus	Larus audouinii	0,827218966	3,318467418	21,67683159	0,235975137	7,64553525	7,650584919	8,106139692	7,650584919	Medium
Laridae	Larus	Larus heermanni	0,860600954	3,677873256	24	0,235975137	8,913901392	8,473389899	9,851523497	8,913901392	Low
Laridae	Larus	Larus pacificus	0,873880968	3,947891188	25,42867575	0,235975137	9,681976317	9,016822268	10,87690859	9,681976317	Low
Laridae	Larus	Larus crassirostris	0,841612472	3,481884848	22,70700058	0,235975137	8,218280256	8,018534167	8,79551328	8,218280256	Low
Laridae	Larus	Larus belcheri	0,85064521	3,436236865	20,76022767	0,235975137	8,210097837	7,524267969	9,131703411	8,210097837	Low
Laridae	Larus	Larus atlanticus	0,878175363	3,583398136	22,90766737	0,235975137	9,184104368	8,143445216	10,79191839	9,184104368	Low
Laridae	Larus	Larus delawarensis	0,825801156	3,29531701	32	0,235975137	7,939326758	10,06890851	8,035883233	10,06890851	Low
Laridae	Larus	Larus canus	0,896666667	3	33,67	0,235975137	10,67097076	10,23735745	11,67741939	10,67097076	Low
Laridae	Larus	Larus livens	0,884230932	4,5	27,8	0,316521619	10,9283992	11,87495372	12,1378859	11,87495372	Low
Laridae	Larus	Larus occidentalis	0,855	5	28	0,316521619	10,32423983	12,27999724	10,89655172	12,27999724	Low
Laridae	Larus	Larus californicus	0,865649513	3,5	30	0,235975137	9,382786933	9,753341131	9,943218274	9,753341131	Low
Laridae	Larus	Larus dominicanus	0,864230055	4	24,3	0,235975137	9,33690704	8,790295281	10,36540035	9,33690704	Low
Laridae	Larus	Larus fuscus	0,9125	4	34,92	0,235975137	12,62376603	11,29635124	14,42857143	12,62376603	Low
Laridae	Larus	Larus argentatus	0,893166667	4,5	34,75	0,316521619	11,97559473	14,07477897	12,86037444	14,07477897	Low
Laridae	Larus	Larus armenicus	0,845581501	3,64953317	23,88757995	0,235975137	8,486439295	8,425209032	9,125441215	8,486439295	Low
Laridae	Larus	Larus michahellis	0,871149661	3,997809419	31,99983333	0,235975137	10,217855	10,60559085	10,75875136	10,60559085	Low
Laridae	Larus	Larus cachinnans	0,865366493	3,997809419	32,083	0,235975137	9,980948878	10,62521611	10,42538092	10,62521611	Low
Laridae	Larus	Larus smithsonianus	0,858233333	3,997809419	32,083	0,235975137	9,703203207	10,62521611	10,05165375	10,62521611	Low
Laridae	Larus	Larus glaucoides	0,85509863	3,997809419	33	0,235975137	9,622621686	10,84160531	9,899055418	10,84160531	Low
Laridae	Larus	Larus schistisagus	0,860318482	3,966354433	27,45869437	0,235975137	9,458793502	9,509962568	10,12549771	9,509962568	Low
Laridae	Larus	Larus glaucescens	0,863702795	5,4	32	0,316521619	11,26636732	13,81947507	11,73690761	13,81947507	Low
Laridae	Larus	Larus hyperboreus	0,875362483	4,242179201	31,25196582	0,235975137	10,57521197	10,6158173	11,26544558	10,6158173	Low
Laridae	Larus	Larus marinus	0,891698695	4,5	29,81815368	0,316521619	11,45300822	12,51374299	12,73349908	12,51374299	Low
Laridae	Onychoprion	Onychoprion aleuticus	0,769983972	3,297594825	27,24576185	0,235975137	6,608758832	8,94876682	6,645117946	8,94876682	Low
Laridae	Onychoprion	Onychoprion fuscatus	0,805456189	3,735726179	35,8	0,235975137	7,849760096	11,30209759	7,87595652	11,30209759	Low
Laridae	Onychoprion	Onychoprion anaethetus	0,805	4	29,71248631	0,235975137	8,050741694	10,06750748	8,128205128	10,06750748	Low
Laridae	Onychoprion	Onychoprion lunatus	0,827669309	4,997261774	25,8	0,316521619	9,451643178	11,58177816	9,800058677	11,58177816	Low
Laridae	Sternula	Sternula albifrons	0,899	3	23,9	0,235975137	9,562075141	7,931880363	11,9009901	9,562075141	Low
Laridae	Sternula	Sternula saundersi	0,857808831	2,116845506	23,9	0,193790565	7,453552471	6,338215323	8,149631065	7,453552471	Low
Laridae	Sternula	Sternula antillarum	0,885	2,150808751	23,917	0,193790565	8,372812288	6,368891251	9,846460925	8,372812288	Low
Laridae	Sternula	Sternula superciliaris	0,797428586	2,029356603	15,68505681	0,193790565	5,445558415	4,675702462	5,965887282	5,445558415	High
Laridae	Sternula	Sternula lorata	0,864201611	2,47560978	19,33218469	0,193790565	7,436876495	5,742254956	8,839467388	7,436876495	Low
Laridae	Sternula	Sternula nereis	0,873565609	2,624008954	21,61520231	0,235975137	8,097604208	7,105458408	9,533249407	8,097604208	Low
Laridae	Sternula	Sternula balaenarum	0,863848855	2,629229571	21,09403767	0,235975137	7,718373278	6,986465192	8,974008052	7,718373278	Low
Laridae	Phaetusa	Phaetusa simplex	0,803064328	2,27211831	15,74759589	0,193790565	5,769371063	4,883538724	6,349918537	5,769371063	Medium
Laridae	Gelochelidon	Gelochelidon nilotica	0,788223333	5	20	0,316521619	8,358660575	9,747824285	8,721955512	9,747824285	Low
Laridae	Gelochelidon	Gelochelidon macrotarsa	0,77	5	20	0,316521619	8,099710178	9,747824285	8,347826087	9,747824285	Low
Laridae	Hydroprogne	Hydroprogne caspia	0,885	3	30	0,235975137	9,749406689	9,371328699	10,69565217	9,749406689	Low
Laridae	Larosterna	Larosterna inca	0,794553218	2,329241528	26	0,193790565	6,11680907	6,916411186	6,19668209	6,916411186	Low
Laridae	Chlidonias	Chlidonias albostriatus	0,629511406	2,155535373	18,29194482	0,193790565	3,848162366	5,282619277	3,854673798	5,282619277	High
Laridae	Chlidonias	Chlidonias hybrida	0,599810564	2,023741356	16	0,193790565	3,515535208	4,732208415	3,522557941	4,732208415	Very High
Laridae	Chlidonias	Chlidonias leucopterus	0,616749592	1,764889285	15,26626824	0,193790565	3,35800012	4,381329141	3,37414939	4,381329141	Very High
Laridae	Chlidonias	Chlidonias niger	0,583148286	2	21	0,193790565	3,398520964	5,682020735	3,398934601	5,682020735	High
Laridae	Sterna	Sterna aurantia	0,871378067	2,320125916	22,42690589	0,193790565	7,860724675	6,216630167	9,094849687	7,860724675	Low
Laridae	Sterna	Sterna dougallii	0,848559991	3	25,7	0,235975137	8,127816946	8,35663561	8,603274832	8,35663561	Low
Laridae	Sterna	Sterna striata	0,853543241	2,660290694	26	0,235975137	7,939407339	8,167881795	8,488244602	8,167881795	Low
Laridae	Sterna	Sterna sumatrana	0,834382343	2,462149603	19,8275519	0,193790565	6,870876984	5,827400726	7,500153148	6,870876984	Low
Laridae	Sterna	Sterna hirundinacea	0,843618453	2,651653018	24,81030069	0,235975137	7,576517948	7,880542938	8,046269385	7,880542938	Low
Laridae	Sterna	Sterna hirundo	0,885	3,2	33,7	0,235975137	10,24081676	10,39724168	10,89565217	10,39724168	Low
Laridae	Sterna	Sterna repressa	0,814642571	2,29351129	19,86113713	0,193790565	6,293987294	5,697951427	6,688493328	6,293987294	Medium
Laridae	Sterna	Sterna paradisaea	0,9	3,5	34	0,235975137	11,27037394	10,69724168	12,5	11,27037394	Low
Laridae	Sterna	Sterna vittata	0,856120811	2,699703545	28,3	0,235975137	8,183745448	8,740737008	8,649979029	8,740737008	Low
Laridae	Sterna	Sterna virgata	0,891809901	2,467808634	25,52973463	0,193790565	9,196219435	6,936992303	10,7107986	9,196219435	Low
Laridae	Sterna	Sterna forsteri	0,834894266	2,5329561	24,341994	0,235975137	7,166436783	7,679346806	7,589680938	7,679346806	Low
Laridae	Sterna	Sterna trudeaui	0,823037808	2,449504081	22,7597552	0,193790565	6,793042738	6,385439121	7,100428658	6,793042738	Low
Laridae	Sterna	Sterna acuticauda	0,806465381	2,270295858	20,00282019	0,193790565	6,112813044	5,706691767	6,437330083	6,112813044	Medium
Laridae	Thalasseus	Thalasseus bengalensis	0,904417332	2,347981089	19,36961149	0,193790565	8,2810125	5,646612462	11,81012889	8,2810125	Low
Laridae	Thalasseus	Thalasseus bernsteini	0,872678931	2,577630298	21,69308902	0,235975137	8,027036678	7,088403289	9,431789927	8,027036678	Low
Laridae	Thalasseus	Thalasseus elegans	0,88886231	2,998357065	22,35118958	0,235975137	8,902271266	7,565144369	10,99620469	8,902271266	Low
Laridae	Thalasseus	Thalasseus sandvicensis	0,87157093	2,494435926	27,16666667	0,193790565	8,530597521	7,275681462	9,280835064	8,530597521	Low
Laridae	Thalasseus	Thalasseus maximus	0,901096708	2,884315845	30,91666667	0,235975137	10,50757482	9,499253671	11,99520275	10,50757482	Low
Laridae	Thalasseus	Thalasseus bergii	0,93	2,548129666	32,2	0,235975137	11,99795478	9,54523383	15,83384395	11,99795478	Low
Stercorariidae	Stercorarius	Stercorarius longicaudus	0,844424537	3,149842613	21,28498309	0,235975137	7,780979306	7,429284872	8,577591441	7,780979306	High
Stercorariidae	Stercorarius	Stercorarius parasiticus	0,895	4	31,1	0,235975137	11,21131415	10,39492621	12,52380952	11,21131415	Low
Stercorariidae	Stercorarius	Stercorarius pomarinus	0,873878481	3,744279738	25,27114344	0,235975137	9,47828739	8,824084349	10,67314079	9,47828739	Medium
Stercorariidae	Catharacta	Catharacta skua	0,914806694	6,8	32,86	0,316521619	14,85651104	15,04855339	17,53801143	15,04855339	Low
Stercorariidae	Catharacta	Catharacta maccormicki	0,95	6	29,56377046	0,316521619	15,40321165	13,45844278	25	15,40321165	Low
Stercorariidae	Catharacta	Catharacta antarctica	0,93	6	34,5	0,316521619	15,25984399	15,02086614	19,28571429	15,25984399	Low
Stercorariidae	Catharacta	Catharacta chilensis	0,924438296	5,284002463	27,3972144	0,316521619	13,00192453	12,28331211	17,51821963	13,00192453	Low
Alcidae	Cerorhinca	Cerorhinca monocerata	0,851413011	3	16,21230192	0,235975137	7,084329275	6,117774756	8,730064367	7,084329275	Low
Alcidae	Fratercula	Fratercula cirrhata	0,89315275	4,374835306	18,54463222	0,235975137	9,595511299	7,718555074	12,73399055	9,595511299	Low
Alcidae	Fratercula	Fratercula arctica	0,91275	6	32	0,316521619	13,95261129	14,22956209	16,46131805	14,22956209	Low
Alcidae	Fratercula	Fratercula corniculata	0,895242153	4,069212837	20	0,235975137	9,558374051	7,82848252	12,61503712	9,558374051	Low
Alcidae	Ptychoramphus	Ptychoramphus aleuticus	0,826661136	3	16,91307939	0,235975137	6,853379493	6,283140815	7,769046692	6,853379493	Low
Alcidae	Aethia	Aethia psittacula	0,888323215	3,306331493	16,66385191	0,235975137	8,204461289	6,458374203	11,260744	8,204461289	Low
Alcidae	Aethia	Aethia pusilla	0,873	3	13,34264567	0,235975137	6,690182652	5,440607229	9,874015748	6,690182652	Low
Alcidae	Aethia	Aethia pygmaea	0,861635941	3	15	0,235975137	7,035405446	5,831701644	9,227310381	7,035405446	Low
Alcidae	Aethia	Aethia cristatella	0,89	3,280298532	18	0,235975137	8,43702878	6,753782103	11,37120762	8,43702878	Low
Alcidae	Brachyramphus	Brachyramphus perdix	0,876298088	2,438991712	12,34557705	0,193790565	6,163085885	4,358794482	9,522941134	6,163085885	High
Alcidae	Brachyramphus	Brachyramphus marmoratus	0,89	3	12,34100313	0,235975137	6,559886244	5,204244493	11,09090909	6,559886244	Medium
Alcidae	Brachyramphus	Brachyramphus brevirostris	0,856079013	2,598851913	13,81760635	0,235975137	6,346917839	5,246199028	8,547108876	6,346917839	Medium
Alcidae	Cepphus	Cepphus grylle	0,87	3,5	25,92	0,235975137	9,218016945	8,790562572	10,19230769	9,218016945	Low
Alcidae	Cepphus	Cepphus columba	0,835774206	3,189847475	21,5691681	0,235975137	7,710186337	7,526910177	8,279024916	7,710186337	Low
Alcidae	Cepphus	Cepphus carbo	0,845051905	3,264921482	21,24305696	0,235975137	7,910281187	7,507314464	8,718695567	7,910281187	Low
Alcidae	Synthliboramphus	Synthliboramphus antiquus	0,812140972	3	9,832537105	0,235975137	5,455651679	4,612308879	7,323140499	5,455651679	High
Alcidae	Synthliboramphus	Synthliboramphus wumizusume	0,808077778	2,361734696	9,100230617	0,193790565	4,794461003	3,667591628	6,572178748	4,794461003	Very High
Alcidae	Synthliboramphus	Synthliboramphus scrippsi	0,77	1,99890471	18,91666667	0,193790565	5,182272609	5,277407359	5,346730797	5,277407359	High
Alcidae	Synthliboramphus	Synthliboramphus hypoleucus	0,768222123	2,404133224	15	0,193790565	5,360586647	4,845093363	5,718608846	5,360586647	High
Alcidae	Synthliboramphus	Synthliboramphus craveri	0,763195597	2,356909305	8,989213618	0,193790565	4,539202994	3,642187305	5,579803759	4,539202994	Very High
Alcidae	Alca	Alca torda	0,905666667	4,5	42	0,316521619	13,26502833	16,36956071	14,10070675	16,36956071	Low
Alcidae	Pinguinus	Pinguinus impennis	0,786896902	2,491262082	20,20471095	0,193790565	5,98162233	5,923961346	6,183826429	5,98162233	High
Alcidae	Alle	Alle alle	0,9	5	17,94141174	0,316521619	9,847228032	9,096236596	14	9,847228032	Low
Alcidae	Uria	Uria lomvia	0,903560774	4,5	31,1427422	0,316521619	12,13093429	12,9330039	13,86922466	12,9330039	Low
Alcidae	Uria	Uria aalge	0,93475	4,089134912	38	0,235975137	14,77223838	12,09125595	18,41480541	14,77223838	Low
Tytonidae	Phodilus	Phodilus badius	0,715927438	1,90990254	13,6671697	0,193790565	4,2591619	4,188349986	4,430129882	4,2591619	Low
Tytonidae	Phodilus	Phodilus assimilis	0,743554965	1,360242561	18,22507246	0,142143345	4,17241468	3,757465896	4,25971365	4,17241468	Low
Tytonidae	Phodilus	Phodilus prigoginei	0,771182492	1,888134106	13,43925507	0,193790565	4,702881031	4,126632364	5,258429057	4,702881031	Low
Tytonidae	Tyto	Tyto capensis	0,558343043	1,039675323	17,0375729	0,142143345	2,303029226	3,313669998	2,303876043	3,313669998	High
Tytonidae	Tyto	Tyto longimembris	0,533430164	0,993486476	16,57127781	0,142143345	2,136398599	3,207765844	2,136788342	3,207765844	High
Tytonidae	Tyto	Tyto tenebricosa	0,738241508	1,532565506	23,16763594	0,193790565	4,325126225	5,725238029	4,352880913	5,725238029	Low
Tytonidae	Tyto	Tyto multipunctata	0,494083333	0,999726178	23,13888889	0,142143345	1,976334205	4,146660821	1,97633629	4,146660821	Low
Tytonidae	Tyto	Tyto novaehollandiae	0,679483634	1,352587379	22,18614009	0,142143345	3,46808141	4,31393825	3,472552866	4,31393825	Low
Tytonidae	Tyto	Tyto aurantia	0,651973528	1,147587087	19,93909226	0,142143345	3,017079497	3,81867449	3,020931733	3,81867449	Medium
Tytonidae	Tyto	Tyto almae	0,494083333	0,999726178	23,13888889	0,142143345	1,976334205	4,146660821	1,97633629	4,146660821	Low
Tytonidae	Tyto	Tyto nigrobrunnea	0,657045154	1,147587087	19,75451858	0,142143345	3,058924705	3,79243857	3,063422835	3,79243857	Medium
Tytonidae	Tyto	Tyto inexspectata	0,659003108	1,147587087	19,68337584	0,142143345	3,07539113	3,782326103	3,080165135	3,782326103	Medium
Tytonidae	Tyto	Tyto rosenbergii	0,656707281	1,147587087	19,76680153	0,142143345	3,05610095	3,794184509	3,060553033	3,794184509	Medium
Tytonidae	Tyto	Tyto soumagnei	0,596189281	1,020640363	18,32194395	0,142143345	2,495417981	3,479905528	2,497048128	3,479905528	High
Tytonidae	Tyto	Tyto alba	0,6465	1,145857125	34	0,142143345	2,974699113	5,81585489	2,974711439	5,81585489	Low
Tytonidae	Tyto	Tyto glaucops	0,582736884	1,11562157	18,73566232	0,142143345	2,511526048	3,620193101	2,512190933	3,620193101	Medium
Strigidae	Ninox	Ninox rufa	0,847313898	2,936695187	21,63163076	0,235975137	7,730967198	7,34823517	8,486079754	7,730967198	Low
Strigidae	Ninox	Ninox strenua	0,84877364	3,037488988	25	0,235975137	8,108019458	8,220095533	8,65009277	8,220095533	Low
Strigidae	Ninox	Ninox connivens	0,816054333	2,571589623	20,50558976	0,235975137	6,5999938	6,803567762	7,007977532	6,803567762	Low
Strigidae	Ninox	Ninox rudolfi	0,806606085	1,914898309	14,79745879	0,193790565	5,35897211	4,411416983	6,085691816	5,35897211	Low
Strigidae	Ninox	Ninox boobook	0,781539825	1,838085323	14,79164222	0,193790565	4,956970197	4,348362433	5,415578681	4,956970197	Low
Strigidae	Ninox	Ninox leucopsis	0,615980392	1,360242561	17,25	0,142143345	2,959776379	3,618865835	2,964276259	3,618865835	Medium
Strigidae	Ninox	Ninox novaeseelandiae	0,76500043	1,803290401	18	0,193790565	4,877777992	4,942059905	5,058617336	4,942059905	Low
Strigidae	Ninox	Ninox japonica	0,615980392	1,360242561	17,25	0,142143345	2,959776379	3,618865835	2,964276259	3,618865835	Medium
Strigidae	Ninox	Ninox scutulata	0,750374648	1,748789005	13,73587733	0,193790565	4,436321022	4,071773624	4,75479237	4,436321022	Low
Strigidae	Ninox	Ninox randi	0,615980392	1,360242561	17,25	0,142143345	2,959776379	3,618865835	2,964276259	3,618865835	Medium
Strigidae	Ninox	Ninox obscura	0,615980392	1,360242561	17,25	0,142143345	2,959776379	3,618865835	2,964276259	3,618865835	Medium
Strigidae	Ninox	Ninox affinis	0,804187695	1,914898309	14,89243829	0,193790565	5,326512593	4,429823114	6,021829663	5,326512593	Low
Strigidae	Ninox	Ninox philippensis	0,752823027	1,53575063	13,32607349	0,193790565	4,170161087	3,820603959	4,581434934	4,170161087	Low
Strigidae	Ninox	Ninox spilocephala	0,615980392	1,360242561	17,25	0,142143345	2,959776379	3,618865835	2,964276259	3,618865835	Medium
Strigidae	Ninox	Ninox leventisi	0,615980392	1,360242561	17,25	0,142143345	2,959776379	3,618865835	2,964276259	3,618865835	Medium
Strigidae	Ninox	Ninox reyi	0,615980392	1,360242561	17,25	0,142143345	2,959776379	3,618865835	2,964276259	3,618865835	Medium
Strigidae	Ninox	Ninox rumseyi	0,615980392	1,360242561	17,25	0,142143345	2,959776379	3,618865835	2,964276259	3,618865835	Medium
Strigidae	Ninox	Ninox spilonotus	0,615980392	1,360242561	17,25	0,142143345	2,959776379	3,618865835	2,964276259	3,618865835	Medium
Strigidae	Ninox	Ninox mindorensis	0,615980392	1,360242561	17,25	0,142143345	2,959776379	3,618865835	2,964276259	3,618865835	Medium
Strigidae	Ninox	Ninox sumbaensis	0,742797059	1,4746657	11,45429803	0,142143345	3,92835477	2,893204021	4,362646126	3,92835477	Medium
Strigidae	Ninox	Ninox burhani	0,75838495	1,502010226	11,38799742	0,193790565	3,969198998	3,41782127	4,640825254	3,969198998	Medium
Strigidae	Ninox	Ninox ochracea	0,814240964	1,914898309	14,49563392	0,193790565	5,332495497	4,352926171	6,298216513	5,332495497	Low
